age,gender,region_category,joining_date,api_calls_90d,session_minutes_90d,days_since_active
32,F,Town,08-02-2017,222,495.62,3
38,M,City,14-05-2015,316,557.21,9
56,F,Town,26-07-2015,7215,784.87,0
12,M,City,03-10-2015,2094,882.77,1
30,M,Town,05-12-2017,326,200.09,0
11,F,Town,22-11-2017,521,340.64,6
61,M,,16-06-2016,1635,632.73,4
41,F,Town,15-01-2017,9057,904.2,1
17,F,City,30-08-2016,8015,895.98,0
63,M,Town,18-07-2017,13678,1428.09,0
13,F,Town,08-09-2015,6483,665.08,4
55,M,Town,08-05-2017,7118,437.3,0
20,M,City,22-05-2017,329,310.72,4
29,F,Town,02-07-2015,11766,727,4
27,F,Village,27-08-2015,269,305.16,2
60,F,Town,04-02-2017,2631,337.36,14
23,M,City,27-01-2015,298,199.11,47
17,F,Village,02-06-2015,323,212.21,3
15,M,City,25-06-2017,2056,292.97,8
38,M,Town,23-07-2015,1267,666.55,0
53,F,Town,24-01-2017,2324,499.16,2
12,M,City,17-02-2017,1950,706.92,1
55,F,,17-04-2015,6006,1599.23,0
10,M,City,29-05-2017,8628,456.21,8
58,F,Village,18-11-2015,1615,423.17,1
15,M,,09-07-2016,1898,607.16,4
34,M,City,04-12-2016,1473,189.44,13
19,M,Village,08-05-2017,2549,422.82,2
47,M,Town,05-09-2016,1675,375.04,3
43,F,Town,11-10-2016,1220,963.1,0
13,M,,24-07-2016,1814,678.11,6
29,M,,16-08-2015,10833,822.78,1
50,F,City,06-06-2016,272,530.74,0
18,F,City,17-06-2017,2027,552.18,1
43,M,Town,05-05-2017,1589,1164.28,0
43,M,Town,19-01-2016,1260,613.7,2
26,M,Village,27-05-2017,10715,809.87,2
51,M,Village,04-04-2016,302,368.87,1
26,F,,24-04-2016,6653,367.98,1
64,F,Town,12-10-2016,1644,367.29,0
13,F,Village,26-10-2015,14344,1053.02,1
14,M,City,17-07-2015,1819,738.05,5
63,M,City,01-03-2016,9416,876.47,0
24,F,Town,05-09-2016,526,353.35,6
39,F,Village,30-09-2015,9070,711.76,0
41,M,Town,29-08-2015,286,338.73,8
20,F,Town,07-03-2016,395,501.95,0
26,M,City,02-03-2016,10591,1141.94,2
57,F,Town,06-07-2017,1313,621.62,1
24,M,City,20-09-2017,2396,440.99,1
20,F,City,22-08-2015,3412,481.17,4
63,M,Town,10-05-2015,10602,1174.95,1
63,M,City,28-06-2016,8235,695,0
27,M,Village,07-11-2015,277,328.72,3
43,F,Village,17-07-2016,321,201.07,5
57,M,Town,02-01-2015,7503,1616.34,1
53,F,City,29-10-2016,237,125.67,14
62,F,City,19-03-2017,1656,883.13,3
36,F,City,30-06-2017,255,566.11,1
18,M,City,06-06-2015,1813,607.19,1
55,M,,28-02-2017,2072,463.61,3
14,F,Town,15-01-2016,2070,404.04,6
40,F,Town,23-12-2016,391,164.21,6
62,F,,06-06-2017,326,255.68,12
19,F,Town,19-02-2017,1634,746.71,1
59,M,Town,13-02-2016,204,229.35,12
13,M,City,26-10-2016,1933,846.35,5
48,F,Town,18-10-2017,286,552.44,4
58,M,City,04-07-2016,372,191.96,7
53,M,City,23-11-2015,2245,851.1,0
17,M,Town,23-11-2016,9496,612.85,1
55,M,Town,29-03-2017,2127,834.53,1
34,F,,13-10-2015,433,237.3,1
49,F,Town,09-11-2016,8830,1046.29,2
55,M,City,19-05-2016,289,346.64,4
50,F,Village,16-04-2016,271,503.34,4
10,M,Town,14-06-2015,1564,928.82,0
34,M,Town,20-07-2017,7579,904.8,0
41,F,City,06-04-2017,451,322.86,0
48,M,Town,22-03-2016,8465,448.06,11
44,F,Town,04-07-2015,250,195.15,6
63,M,Town,31-07-2015,1939,556.07,0
21,M,City,07-10-2017,1337,413.61,3
27,M,Town,04-12-2016,6789,686.95,0
50,F,Town,13-05-2015,2938,607.99,1
45,M,Town,28-07-2016,280,291.39,24
50,F,Village,20-07-2017,11413,1194.23,0
43,F,City,23-03-2015,513,95.31,7
34,M,Town,12-10-2015,1226,298.62,0
40,M,City,20-10-2016,314,315.16,0
46,M,Village,08-11-2017,12161,1113.22,0
61,F,,07-02-2015,6728,874.59,0
48,F,Town,04-06-2015,375,326.87,18
12,F,,29-09-2017,271,408.67,6
62,M,Town,19-10-2015,368,326.64,0
24,F,Town,08-09-2015,331,317.16,5
41,F,City,02-02-2015,294,183.22,1
23,F,City,27-12-2015,340,466.28,6
59,F,Town,08-10-2015,238,280.18,3
31,M,City,21-04-2017,294,46.96,14
41,M,Town,31-01-2015,13073,1506.13,0
34,F,,24-02-2017,1903,1057.65,0
30,F,Town,11-04-2015,373,315.98,3
24,F,City,03-04-2016,7838,658.98,0
30,F,City,25-11-2017,1591,262.48,9
49,F,,16-07-2015,9511,1594.19,0
17,M,Village,19-10-2016,9491,1579.38,0
61,M,City,07-09-2017,11242,767.03,3
33,F,,28-06-2017,477,375.39,4
57,M,City,25-12-2015,243,518.09,0
35,M,City,01-09-2016,1830,212.44,1
20,F,City,05-10-2015,276,132.38,3
47,M,City,14-03-2017,9086,1156.23,0
34,M,Town,21-04-2016,2102,526.52,1
64,M,Town,03-06-2016,480,259.42,8
12,M,Town,27-11-2016,1616,272.75,6
58,M,Town,02-04-2017,7537,1193.76,2
50,M,,15-10-2015,9991,711.87,0
21,F,Town,18-03-2017,2329,803.52,0
28,F,City,25-10-2017,218,228.89,0
63,F,Town,06-07-2016,308,509.64,6
52,F,Town,19-08-2015,1799,858.69,1
11,F,Town,23-11-2016,427,411.34,8
43,F,Town,12-07-2016,2079,718.02,0
14,M,,19-12-2015,2638,393.05,3
54,F,,27-03-2017,311,212.39,3
23,M,City,07-10-2016,2451,437.1,14
35,F,Town,12-06-2015,1365,259.65,1
47,F,Town,02-03-2017,348,59.37,1
13,F,,13-02-2016,1957,395.04,0
54,M,,02-02-2017,305,129.63,16
54,F,City,23-06-2017,435,200.44,0
23,F,,13-08-2015,9603,624.92,6
37,M,Village,04-08-2015,8607,989.38,0
30,M,,01-05-2017,9253,957.19,0
30,F,Town,19-08-2016,360,287.6,11
12,M,Town,08-03-2015,333,479.21,1
44,F,City,22-12-2017,331,345.91,4
21,M,City,21-09-2017,1623,494.03,18
11,F,Town,05-04-2016,450,359.1,3
32,F,City,28-05-2016,1592,330.74,0
42,F,City,08-10-2016,1820,341.84,0
34,F,City,10-02-2017,334,234.4,12
16,M,City,08-11-2017,10633,557.93,0
28,M,City,21-02-2017,317,149.62,14
64,M,Village,16-05-2016,374,221.53,0
48,M,Town,07-05-2015,268,472.99,13
10,F,Town,27-10-2017,369,293.9,1
43,M,Town,24-12-2015,1791,524.92,0
26,F,City,21-01-2015,1453,365.62,5
33,M,Town,29-01-2017,12985,352.92,5
18,F,City,24-12-2017,208,404.6,0
14,M,,22-11-2017,427,241.01,3
29,F,Town,28-07-2015,310,248.01,23
57,M,,16-02-2016,228,253.44,0
11,M,Town,12-01-2016,2381,229.25,22
43,M,City,27-04-2016,6964,765.95,5
43,M,City,25-10-2017,346,470.67,0
45,M,City,28-10-2015,1455,668.04,2
44,M,,24-11-2017,1993,662.41,1
39,M,City,03-09-2015,345,72.64,33
24,F,City,18-05-2015,212,470.61,8
38,F,City,19-04-2016,2700,942.13,2
47,M,Town,08-04-2017,269,64.63,30
38,F,Town,13-11-2017,363,582.72,8
19,F,City,05-10-2016,2155,467.85,11
53,F,Village,09-08-2016,210,187.66,20
25,M,Town,09-03-2016,1855,377.46,0
60,M,Town,05-06-2015,265,267.84,7
61,M,,10-03-2016,475,341.77,5
29,M,,24-05-2016,10182,498.55,5
60,F,Town,07-07-2017,1349,982.11,0
17,M,Town,02-07-2016,1532,531.38,1
48,M,City,02-04-2015,273,403.91,12
63,M,Town,22-12-2017,308,360.02,14
14,F,City,09-07-2017,1865,413.84,10
32,F,Town,10-09-2017,430,328.37,4
29,M,,10-12-2015,14643,679.5,0
29,M,,11-06-2017,13650,669.96,1
11,M,,27-04-2017,311,234.43,8
23,M,City,29-02-2016,423,289.23,8
48,F,Village,28-06-2016,1907,232.36,6
40,M,City,13-03-2016,214,364.2,8
50,M,,30-06-2017,8529,917.72,0
53,M,Town,05-12-2015,9703,503.35,2
52,M,City,20-05-2016,6444,882.18,0
20,F,Town,08-09-2017,2100,680.51,9
26,F,City,04-12-2017,1858,340.65,3
63,M,Town,27-04-2016,1389,1109.21,6
56,M,Town,23-07-2016,327,294.78,3
53,M,City,21-09-2015,490,350.48,6
53,M,Village,13-06-2016,14148,1661.85,0
50,F,Town,07-03-2015,12386,788.21,2
63,M,City,26-11-2015,452,349.49,3
47,F,City,07-07-2016,452,566.63,0
45,F,Town,26-03-2016,341,265.47,9
30,M,City,17-01-2015,2189,523.02,0
45,F,City,06-02-2015,289,265.31,6
36,M,Town,25-12-2016,392,166.01,12
62,M,City,16-08-2017,275,345.66,9
48,M,City,18-03-2015,2200,765.66,0
55,F,City,29-08-2015,1866,462.37,0
29,F,,16-11-2016,325,548.15,13
47,M,City,15-08-2016,361,291.57,0
52,M,Town,27-11-2017,7892,564.13,0
42,F,,02-01-2015,8774,1045.7,2
63,M,Town,03-07-2015,7843,547.13,0
62,M,City,25-07-2016,16330,219.11,3
30,M,Town,13-08-2015,14860,698.14,11
26,F,Village,04-07-2015,2073,676.77,0
26,M,Town,22-10-2017,1906,366.58,3
47,F,Town,26-11-2015,10041,710.35,2
32,M,City,19-12-2016,2137,441.02,2
32,F,City,06-05-2017,2316,999.29,6
45,F,Town,05-04-2015,235,141.25,5
30,F,Town,22-06-2017,326,188.03,0
48,F,,04-08-2016,452,434.38,4
57,F,Town,17-06-2017,260,117.08,1
29,F,Town,07-03-2017,347,230.88,17
25,F,Town,25-04-2016,213,126.02,3
61,F,City,14-06-2016,365,118.12,32
64,M,Town,16-03-2016,281,144.08,10
20,M,City,23-11-2016,249,457.45,5
16,F,Town,19-03-2016,7646,1618.53,1
33,M,City,04-12-2015,284,198.04,0
48,M,City,11-12-2015,412,422.82,0
33,F,Town,29-04-2016,277,211.15,17
21,M,City,12-08-2017,238,211.07,2
26,M,City,29-06-2017,224,84.16,49
61,F,Town,30-06-2016,7099,304.24,1
34,F,,18-09-2016,417,339.04,18
56,F,Town,20-08-2016,1961,736.24,2
48,F,Town,16-08-2017,9306,571.71,6
31,F,City,29-12-2015,2433,1045.75,1
12,F,City,13-06-2015,9263,741.43,4
58,M,City,25-03-2017,276,278,4
39,M,Village,31-10-2015,2482,1327.91,1
33,F,City,18-02-2015,8993,789.55,1
13,M,Town,02-09-2015,1378,294.8,4
16,M,Town,03-07-2016,273,370.76,15
49,F,,16-04-2016,11546,574.83,0
10,M,,09-03-2015,2165,509.5,4
37,M,Town,09-04-2016,9051,875.03,6
16,F,City,22-02-2016,6849,737.42,3
55,F,,02-04-2016,285,525.72,18
14,M,City,27-09-2017,318,493.34,4
47,F,Town,18-03-2015,316,190.64,4
13,F,,15-08-2017,3207,355.44,7
14,F,Village,06-10-2016,6635,656.95,1
37,M,Village,16-03-2017,7235,686.89,0
48,M,City,06-11-2016,266,216.01,7
13,F,Town,16-05-2016,346,136.18,21
64,M,Town,07-09-2015,2444,669.36,2
17,F,,02-06-2015,10636,1364.65,2
55,M,Town,12-06-2015,2270,541.35,0
29,M,Town,11-03-2017,10746,1478.52,0
32,F,Village,26-09-2015,206,408.16,0
44,M,City,01-09-2016,2102,431.81,2
37,M,,29-12-2016,1561,380.3,8
31,F,Town,27-09-2016,400,143.17,2
38,F,Town,04-07-2016,1660,559.42,9
57,F,Town,02-07-2015,283,428.28,0
64,M,Town,03-03-2016,247,268.94,0
61,F,,11-10-2016,2525,334.94,0
22,M,City,13-07-2015,314,597.52,4
17,F,Town,30-03-2017,3276,845.53,0
49,F,Town,08-03-2016,2060,312.87,1
11,M,City,19-11-2016,5945,1306.19,1
38,F,City,17-12-2016,6932,1059.51,0
49,F,City,11-05-2017,2353,1014.73,2
39,F,City,11-01-2017,7327,1308.66,3
30,M,,02-08-2017,2127,661.38,2
50,F,City,25-09-2015,10169,439.22,1
32,M,City,13-07-2016,1236,683.9,0
46,F,Town,03-05-2015,8693,325.65,5
52,M,City,07-08-2017,10388,780.51,1
35,F,City,23-02-2016,1952,1132.45,0
22,M,Village,06-06-2017,10547,231.23,4
54,F,City,09-08-2017,14283,1693.16,0
12,M,City,14-07-2017,1579,1091.1,0
56,F,Town,05-01-2017,1469,517.33,3
28,M,Town,04-08-2017,1542,861.01,0
20,F,Town,27-04-2015,8187,1486.54,1
22,F,Town,07-10-2015,2789,320.01,0
50,F,City,04-12-2017,1867,1029.42,1
34,F,Village,12-06-2017,237,453.38,0
14,F,Town,02-06-2016,348,402.6,4
21,F,Town,21-10-2017,1940,475.63,5
38,M,Town,22-05-2016,7236,1165.72,0
44,M,Village,30-10-2015,11183,849.29,2
57,F,Town,09-03-2015,1995,790.48,2
12,F,Town,12-09-2016,311,411.4,1
50,F,Town,24-06-2015,11489,671.36,4
38,F,City,14-10-2017,340,291.3,10
59,F,,25-03-2016,1334,1054.88,0
62,F,City,17-09-2017,1232,245.58,1
13,F,,25-03-2016,445,125.71,5
56,F,City,26-11-2015,1754,802.77,0
43,M,Town,24-12-2016,1917,830.86,4
59,F,Village,08-03-2015,406,219.12,3
22,M,Town,31-08-2015,8904,365.31,1
13,Unknown,,22-06-2016,396,281.72,15
16,F,,01-04-2015,333,205.15,12
31,F,City,24-04-2017,1210,665.33,0
25,M,Village,17-06-2015,11532,786.21,0
21,M,City,15-02-2015,1692,229.49,18
53,F,City,28-10-2015,1527,835.82,7
40,F,Town,30-06-2015,9695,625.54,2
52,F,Town,06-03-2015,10834,1545.37,0
21,F,City,07-04-2015,246,194.18,7
41,F,,25-01-2015,1460,371.24,4
32,F,City,28-11-2017,2349,452.74,4
32,M,Town,31-03-2015,370,508.45,8
47,M,Town,09-12-2017,310,176.78,7
48,M,City,04-11-2017,248,484.22,5
30,M,Village,29-03-2015,6318,618.84,4
14,F,Town,02-09-2015,8171,1438.34,0
28,M,City,18-10-2016,317,254.37,2
19,M,City,17-07-2016,374,139.04,6
16,F,City,27-06-2016,1581,303.96,2
32,F,City,08-02-2017,227,511.66,12
14,M,Village,27-07-2017,229,142.55,11
56,M,Town,25-01-2016,464,210.26,12
47,F,Town,07-05-2017,8633,586.87,2
50,M,,12-11-2016,319,341.11,5
60,M,Village,11-03-2015,251,431.37,1
26,F,Town,03-02-2017,317,74.04,8
51,M,Town,14-01-2016,226,305.27,6
49,M,Town,07-09-2015,238,151.64,0
43,F,Town,08-03-2015,1656,349.25,0
10,F,Town,09-07-2017,8562,517.28,2
60,F,City,15-01-2017,2081,189.21,1
49,F,City,14-08-2017,1875,464.1,1
29,M,,09-02-2015,1261,688.34,0
14,F,,03-02-2015,202,279.31,5
39,F,Town,10-08-2015,1221,374.02,0
36,M,,04-09-2016,2528,607.02,0
36,F,Town,05-07-2015,402,237.51,11
59,M,City,22-12-2015,7135,1546.45,4
54,F,Town,05-10-2017,387,213.96,3
61,M,,06-09-2016,382,299.9,7
36,F,,25-11-2016,1917,235.63,3
13,F,City,15-11-2017,242,369.76,3
59,F,City,25-04-2016,351,469.87,4
41,M,Town,24-11-2015,360,188.28,11
40,F,Town,12-01-2015,11005,1167.19,5
12,F,Town,08-01-2017,14376,1840.2,1
39,M,Town,26-10-2016,332,447.34,2
22,M,Town,17-12-2016,1640,559.26,1
59,M,Town,26-05-2017,9675,1023.19,0
10,F,,26-04-2016,233,235.55,0
48,F,City,05-01-2015,1322,580.02,6
59,M,Town,07-01-2015,201,581.85,3
15,M,Village,03-02-2017,1528,309.65,10
40,M,City,07-12-2015,9173,1320.52,0
47,M,Town,25-04-2017,10294,1170.77,0
19,M,City,09-11-2017,238,89.16,3
32,F,Town,05-01-2015,11953,743.44,1
38,F,Town,10-05-2015,528,191.07,5
35,M,Town,20-10-2015,269,191.53,13
23,F,Village,22-10-2015,2041,663.44,13
11,M,Village,29-01-2017,1484,905.56,3
27,M,City,26-05-2017,277,415.2,3
53,M,Town,22-06-2015,373,584.65,0
28,F,City,13-10-2015,8820,962.75,0
44,F,City,18-07-2015,1602,404.55,1
59,F,City,28-12-2016,257,247.82,5
30,F,,22-03-2017,11958,1116.89,0
23,F,City,21-05-2016,8538,892.17,0
58,F,Town,24-04-2017,336,112.26,0
29,M,,17-08-2015,308,224.83,1
12,F,City,30-07-2017,547,378.33,8
59,F,City,18-10-2015,2462,696.75,0
51,F,Town,30-05-2017,1520,487.28,6
57,M,Town,29-03-2016,2306,210.79,13
48,M,City,27-11-2016,266,386.15,7
42,F,Village,05-04-2016,1796,369.63,0
10,F,City,24-08-2016,209,109.74,6
64,F,Town,06-07-2015,10784,1495.65,0
52,F,City,30-04-2017,2138,451.01,1
59,F,Village,04-06-2017,246,225.07,6
60,M,City,03-07-2016,7731,470.34,10
18,M,Village,24-12-2015,385,154.41,13
27,M,Town,06-09-2015,14170,1380.1,4
34,F,Town,28-11-2016,2302,550.65,0
55,M,City,29-05-2015,421,291.64,0
22,F,Village,30-12-2016,214,113.32,7
10,M,Town,30-11-2015,321,315.21,7
25,M,Village,25-04-2015,327,185.09,0
42,F,Village,04-12-2015,435,306.9,13
28,F,,05-04-2017,2709,570.28,1
51,F,Town,02-09-2016,2684,270.88,4
26,F,Town,30-03-2015,9811,838.24,1
50,F,Town,19-09-2017,2205,692.24,0
63,F,City,27-01-2016,417,226.11,6
42,M,Town,27-01-2015,202,302.15,1
55,F,Village,13-07-2016,340,355.25,7
64,F,Town,28-03-2017,240,246.21,0
10,F,Town,06-07-2016,2934,414,0
39,M,City,05-02-2016,414,235.72,7
38,F,Town,15-09-2016,2406,634.98,0
41,F,,28-06-2016,2378,1212.32,2
59,M,Village,27-06-2015,11285,1107.39,0
33,M,City,09-07-2015,2297,476.22,0
63,M,City,30-05-2015,526,176.05,1
17,F,Town,06-04-2016,8651,649.91,6
24,F,Village,16-04-2017,299,336.73,5
36,M,City,31-05-2017,370,278.3,1
10,M,,02-11-2017,6646,487.85,0
33,M,Town,12-09-2017,2045,363.93,4
48,M,City,20-03-2015,9236,1075.42,1
40,F,,02-06-2016,2233,698.65,0
31,M,City,11-04-2016,1927,509.7,1
37,M,Village,21-10-2017,1898,648.69,0
42,M,City,08-04-2017,353,180.67,33
29,M,Town,17-05-2015,14995,1081.62,0
23,F,Town,04-12-2015,283,367.21,6
47,M,Town,28-03-2016,13535,1111.64,0
29,M,City,10-06-2016,353,431.37,4
47,F,Village,12-05-2016,1224,414.54,6
48,M,,25-05-2016,7004,926.26,0
34,M,City,13-01-2017,443,254.14,6
44,M,Village,05-09-2016,1403,169.6,1
25,F,,02-12-2015,295,233.89,0
21,F,Town,10-07-2016,356,142.96,1
47,M,,16-10-2016,1973,762.56,0
25,M,Town,21-02-2016,9649,397.32,3
37,F,,16-05-2015,341,285.27,5
58,F,Town,24-11-2016,339,232.06,5
56,F,City,11-07-2016,363,477.44,1
39,M,Town,31-07-2017,378,417.96,6
40,F,Town,21-08-2015,8928,641.26,4
18,M,Village,05-12-2017,9090,779.74,1
37,F,Town,15-09-2015,253,216.37,7
18,F,City,04-05-2016,10797,475.77,0
34,M,,28-05-2016,2112,349.26,4
15,M,Town,25-10-2017,268,191.35,6
58,F,City,01-04-2015,1737,373.74,0
38,F,Village,02-10-2015,1512,744.06,2
30,M,,29-08-2015,238,567.68,5
12,F,,17-02-2017,328,398.94,18
25,M,Village,26-06-2017,11188,1652.42,2
34,F,Village,31-10-2016,360,91.13,28
57,M,Town,08-12-2015,1303,387.68,1
55,M,Village,26-10-2017,7338,444.1,0
30,M,Village,21-07-2016,424,264.46,5
17,F,,23-04-2016,1545,747.53,0
14,F,,06-12-2017,1902,670.16,7
62,F,Town,16-12-2016,2364,716.4,0
27,M,Town,26-01-2016,459,258.49,3
25,M,City,31-05-2017,2138,272.17,0
25,M,City,07-08-2016,399,487.17,1
54,M,City,29-04-2015,14687,267.93,6
57,Unknown,Town,13-07-2015,9499,977.89,3
43,M,Town,05-05-2015,2325,371.04,4
55,F,City,03-11-2016,1517,401.44,2
38,M,City,14-02-2017,2588,781.2,1
56,M,,09-01-2015,2570,687.77,1
45,F,Village,16-04-2017,318,332.36,7
12,M,Village,24-03-2015,1492,271.23,3
11,M,Village,12-12-2017,8383,547.08,2
33,M,Town,07-10-2017,388,274.3,6
42,M,,17-11-2017,11528,765.82,2
12,M,Town,22-10-2015,373,168.33,1
21,F,City,18-06-2016,2794,537.36,0
26,M,,01-02-2016,334,95.97,25
10,F,Town,08-04-2017,1704,534.13,4
12,M,Town,12-05-2017,1962,733.02,4
50,M,Town,09-04-2016,1845,266.57,2
14,M,Town,24-11-2015,296,324.46,1
37,M,Town,14-07-2017,2460,774.72,0
28,F,Town,23-05-2015,431,522.56,1
45,F,Town,26-08-2017,6736,682.04,0
62,F,Town,15-11-2016,238,139.64,4
14,F,City,01-09-2015,1710,722.35,3
45,F,Village,17-10-2016,1713,698.21,7
29,M,,31-10-2017,2484,387.03,0
64,M,Village,05-08-2017,2897,292.85,9
21,F,Town,21-07-2016,1874,388.92,8
34,M,City,06-09-2015,303,193.09,9
18,F,Town,06-05-2016,1451,377.56,0
54,F,Town,01-06-2017,365,88.8,18
48,M,,18-03-2017,339,255.21,1
12,F,Town,07-08-2015,1957,170.51,18
49,M,City,01-01-2017,13440,461.16,0
16,F,City,09-04-2017,1560,828.99,1
49,M,,08-11-2017,202,401.53,1
45,F,Town,16-05-2017,1809,393.01,0
59,M,Town,14-08-2017,224,533.64,1
48,F,City,14-04-2016,358,180.64,4
24,M,,02-11-2017,7903,1109.11,2
32,F,Village,04-05-2016,1959,676.47,1
56,M,Village,30-01-2016,15428,1011.26,7
64,M,,20-08-2017,2079,705.38,1
39,F,Town,27-04-2016,262,523.57,4
50,M,,25-04-2016,11589,1193.4,0
19,F,City,20-08-2016,12239,757.05,0
40,F,City,04-09-2016,349,184.17,5
42,M,City,25-11-2016,352,418.95,0
13,M,City,16-06-2016,1804,341.35,3
63,M,Town,05-12-2016,260,212.23,4
20,M,Town,22-10-2016,366,196.76,3
33,M,Town,10-03-2017,1588,348.16,1
23,M,Village,10-10-2015,383,363.84,1
18,M,Town,01-11-2016,1933,556.26,1
34,M,Town,25-08-2016,13976,1195.76,0
44,F,Village,16-06-2015,309,157.98,31
22,M,City,17-11-2015,255,379.87,1
57,F,Town,26-04-2016,322,277.26,2
30,F,Town,18-07-2015,286,162.81,1
18,F,Village,08-12-2017,255,535.22,0
23,M,Town,12-12-2016,291,85.45,11
51,F,,29-11-2016,272,404.32,20
17,M,,06-12-2016,6086,647.09,1
10,M,,20-01-2016,2268,688.02,4
13,M,City,14-12-2016,411,199.42,14
30,M,City,21-06-2016,10676,1091.56,0
18,M,Town,24-04-2017,10423,1751.49,0
14,M,Town,04-02-2015,8791,715.25,0
41,F,City,20-07-2017,2859,1136.5,0
29,M,Town,15-02-2017,9686,980.12,0
41,F,,24-04-2017,8519,788.94,6
37,F,,01-08-2017,326,303.18,8
32,M,City,20-07-2015,429,325.44,0
26,F,City,29-10-2016,1256,616.38,4
25,M,,13-04-2017,361,155.35,15
51,M,City,15-04-2016,8154,966.51,3
48,F,,03-03-2017,212,107.62,3
41,M,Town,09-07-2015,13514,730.42,24
42,F,Town,15-08-2016,7788,460.69,0
21,F,City,13-11-2017,1645,155.53,0
46,M,,22-07-2016,12038,1119.9,0
29,F,City,30-08-2017,283,101.35,5
38,F,City,31-08-2016,2254,279.62,3
60,M,Town,12-02-2016,6864,537.74,0
49,M,City,01-05-2015,362,383.86,3
40,F,City,11-08-2016,298,415.09,8
25,M,Town,08-03-2015,289,156.56,12
24,F,Town,26-03-2016,10231,1427.05,1
16,M,City,02-03-2017,1766,1029.09,0
56,F,City,20-08-2017,2421,1198.55,0
62,M,City,26-10-2016,1786,301.37,7
62,F,City,03-11-2016,11119,477.63,11
29,M,Town,20-04-2017,218,390.17,0
60,F,Town,03-11-2017,280,224.47,14
20,F,City,28-04-2016,458,384.4,4
51,M,Village,30-09-2016,295,454.53,0
41,F,,10-07-2015,1385,427.37,3
44,M,Town,26-03-2015,7510,700.17,1
21,F,City,04-01-2015,385,132.18,22
33,F,Town,01-04-2017,2671,725.55,0
47,M,Town,18-03-2017,304,527.27,12
41,F,Town,22-11-2016,191,173.45,7
14,M,Village,30-07-2016,3056,458.58,2
42,M,City,07-04-2016,354,357.11,8
54,F,Town,01-10-2016,8728,514.13,0
46,M,City,26-08-2017,1968,242.47,9
56,F,City,18-12-2017,2242,504.46,6
40,M,,25-06-2015,398,238.41,2
13,F,City,24-07-2017,9393,1270.88,2
13,F,Town,16-04-2016,2763,1022.48,0
20,F,,27-01-2017,2269,925.85,0
13,F,,02-12-2017,413,468.4,3
57,F,City,06-11-2015,2682,927.23,1
42,F,City,26-07-2015,298,259.72,5
16,F,Town,04-01-2015,3002,808.8,0
47,M,City,05-06-2017,12879,914.35,1
36,M,Town,12-06-2016,11057,1313.71,2
50,F,Village,30-06-2015,9561,535.55,4
33,F,City,08-05-2015,317,172.6,12
32,M,Town,03-09-2015,348,102.09,3
10,M,,14-03-2016,296,332.39,8
22,F,City,13-11-2017,1591,294.54,2
14,M,Town,03-04-2017,11216,745.54,0
56,F,City,13-02-2016,319,249.58,10
29,M,City,05-02-2016,367,159.81,13
15,M,City,15-11-2017,331,323.99,5
52,M,City,18-04-2017,268,270.7,4
34,F,Town,25-11-2017,1896,476.87,0
33,F,City,02-09-2015,1819,670.52,1
63,M,Village,11-07-2017,354,283.27,0
54,F,Village,05-03-2016,1777,668.53,0
22,M,City,31-08-2017,12686,373.59,1
49,M,Town,02-03-2017,279,106,2
32,F,Village,09-09-2017,2080,702.79,5
53,M,Town,13-05-2017,434,517.72,0
43,F,City,19-01-2016,2468,410.75,1
55,M,Village,17-11-2017,11224,411.29,0
54,F,Town,12-02-2015,11875,1150.17,0
64,M,City,01-08-2015,2307,291.04,5
38,F,Town,20-01-2017,355,541.5,5
58,M,Town,02-05-2017,10829,1703.38,0
24,M,City,17-11-2015,487,219.34,9
13,M,Town,02-05-2016,2233,253.66,1
12,M,City,06-07-2015,513,601.25,9
58,M,Town,06-04-2017,9083,1414.71,0
19,M,,05-02-2015,347,96.31,10
57,M,Town,05-12-2016,291,242.01,14
40,M,City,24-03-2016,254,328.67,10
28,M,City,19-03-2015,226,285.04,17
10,F,Town,01-10-2017,7334,465.86,0
34,M,Town,22-04-2015,247,95.24,12
26,F,City,12-03-2017,1570,398.32,1
59,F,City,07-01-2015,320,264.63,5
36,M,City,29-09-2015,1756,367.5,0
44,M,Town,09-10-2017,370,248.63,30
12,M,City,27-02-2017,340,538.31,11
48,M,Town,28-10-2017,1438,584.55,5
44,M,Town,31-12-2017,175,207.74,1
46,F,City,13-01-2016,1979,782.94,1
10,F,Village,02-06-2017,463,454.84,12
42,F,City,14-12-2017,10980,413.3,0
28,F,Town,28-03-2015,282,166.38,5
14,F,Village,02-11-2017,438,287.28,3
64,M,City,13-02-2017,327,177.08,17
11,M,City,23-11-2015,391,340.68,8
20,F,,15-11-2017,2975,649.01,0
46,M,Town,26-09-2015,2710,396.46,1
62,F,,07-07-2015,304,287.29,1
58,F,City,20-09-2016,375,410.33,0
29,F,Town,10-09-2017,1519,574.62,7
52,M,,24-11-2017,6395,1045.29,0
55,F,Town,10-12-2016,2405,243.23,0
28,F,,08-06-2016,284,180.52,27
47,F,Village,28-06-2016,2704,328.58,2
44,M,Town,11-02-2017,1527,718.51,1
12,F,City,25-03-2015,400,195.65,3
47,F,Village,03-11-2016,7959,1115.5,1
11,F,Town,14-12-2017,256,450.36,1
52,M,Town,29-08-2015,2917,659.65,0
53,M,City,03-07-2015,10340,841.85,1
